Observation time UTC,Data Source (station level pressure),Mean sea level pressure [Hpa],Station level pressure,Data Source (mean sea level pressure)
2004-06-06T14:00:00Z,H,1017.6,1009.6,H
2004-06-06T15:00:00Z,H,1017.3,1009.3,H
2004-06-06T16:00:00Z,H,1017.1,1009.1,H
2004-06-06T17:00:00Z,H,1017.3,1009.3,H
2004-06-06T18:00:00Z,H,1018,1010,H
2004-06-06T19:00:00Z,H,1018.3,1010.3,H
2004-06-06T20:00:00Z,H,1019.1,1011.1,H
2004-06-06T21:00:00Z,H,1019.5,1011.5,H
2004-06-06T22:00:00Z,H,1019.7,1011.7,H
2004-06-06T23:00:00Z,H,1019.7,1011.7,H
2004-06-07T00:00:00Z,H,1019.6,1011.6,H
2004-06-07T01:00:00Z,H,1019.2,1011.2,H
2004-06-07T02:00:00Z,H,1018.8,1010.8,H
2004-06-07T03:00:00Z,H,1018.8,1010.8,H
2004-06-07T04:00:00Z,H,1018.9,1010.9,H
2004-06-07T05:00:00Z,H,1019,1011,H
2004-06-07T06:00:00Z,H,1019.2,1011.2,H
2004-06-07T07:00:00Z,H,1019.5,1011.5,H
2004-06-07T08:00:00Z,H,1019.6,1011.6,H
2004-06-07T09:00:00Z,H,1019.9,1011.8,H
2004-06-07T10:00:00Z,H,1019.9,1011.9,H
2004-06-07T11:00:00Z,H,1019.6,1011.6,H
2004-06-07T12:00:00Z,H,1020,1011.9,H
2004-06-07T13:00:00Z,H,1019.8,1011.8,H
2004-06-07T14:00:00Z,H,1019.7,1011.7,H
2004-06-07T15:00:00Z,H,1019.8,1011.8,H
2004-06-07T16:00:00Z,H,1019.8,1011.8,H
2004-06-07T17:00:00Z,H,1020,1012,H
2004-06-07T18:00:00Z,H,1020.2,1012.2,H
2004-06-07T19:00:00Z,H,1021,1013,H
2004-06-07T20:00:00Z,H,1021.4,1013.4,H
2004-06-07T21:00:00Z,H,1021.8,1013.8,H
2004-06-07T22:00:00Z,H,1022.4,1014.4,H
2004-06-07T23:00:00Z,H,1022.7,1014.6,H
2004-06-08T00:00:00Z,H,1022,1014,H
2004-06-08T01:00:00Z,H,1021.7,1013.7,H
2004-06-08T02:00:00Z,H,1021.2,1013.2,H
2004-06-08T03:00:00Z,H,1021.2,1013.2,H
2004-06-08T04:00:00Z,H,1021.6,1013.6,H
2004-06-08T05:00:00Z,H,1022.1,1014.1,H
2004-06-08T06:00:00Z,H,1022.6,1014.6,H
2004-06-08T07:00:00Z,H,1023.2,1015.1,H
2004-06-08T08:00:00Z,H,1023.7,1015.6,H
2004-06-08T09:00:00Z,H,1023.9,1015.8,H
2004-06-08T10:00:00Z,H,1024,1015.9,H
2004-06-08T11:00:00Z,H,1024.4,1016.2,H
2004-06-08T12:00:00Z,H,1024.6,1016.4,H
2004-06-08T13:00:00Z,H,1024.6,1016.4,H
2004-06-08T14:00:00Z,H,1024.8,1016.6,H
2004-06-08T15:00:00Z,H,1024.8,1016.6,H
2004-06-08T16:00:00Z,H,1024.8,1016.6,H
2004-06-08T17:00:00Z,H,1024.7,1016.5,H
2004-06-08T18:00:00Z,H,1024.8,1016.6,H
2004-06-08T19:00:00Z,H,1025.2,1016.9,H
2004-06-08T20:00:00Z,H,1025.7,1017.4,H
2004-06-08T21:00:00Z,H,1025.9,1017.7,H
2004-06-08T22:00:00Z,H,1026.1,1017.9,H
2004-06-08T23:00:00Z,H,1026,1017.9,H
2004-06-09T00:00:00Z,H,1025.1,1017.1,H
2004-06-09T01:00:00Z,H,1024.4,1016.4,H
2004-06-09T02:00:00Z,H,1024,1016,H
2004-06-09T03:00:00Z,H,1024.1,1016.1,H
2004-06-09T04:00:00Z,H,1024.2,1016.2,H
2004-06-09T05:00:00Z,H,1024.6,1016.5,H
2004-06-09T06:00:00Z,H,1025,1016.9,H
2004-06-09T07:00:00Z,H,1025.2,1017.1,H
2004-06-09T08:00:00Z,H,1025.5,1017.4,H
2004-06-09T09:00:00Z,H,1025.7,1017.6,H
2004-06-09T10:00:00Z,H,1025.8,1017.7,H
2004-06-09T11:00:00Z,H,1025.8,1017.7,H
2004-06-09T12:00:00Z,H,1025.9,1017.8,H
2004-06-09T13:00:00Z,H,1025.9,1017.8,H
2004-06-09T14:00:00Z,H,1026,1017.9,H
2004-06-09T15:00:00Z,H,1025.7,1017.6,H
2004-06-09T16:00:00Z,H,1025.5,1017.4,H
2004-06-09T17:00:00Z,H,1025.1,1017,H
2004-06-09T18:00:00Z,H,1025.3,1017.2,H
2004-06-09T19:00:00Z,H,1025.6,1017.5,H
2004-06-09T20:00:00Z,H,1025.9,1017.8,H
2004-06-09T21:00:00Z,H,1026.2,1018.1,H
2004-06-09T22:00:00Z,H,1026.2,1018.2,H
2004-06-09T23:00:00Z,H,1025.9,1017.9,H
2004-06-10T00:00:00Z,H,1025.6,1017.6,H
2004-06-10T01:00:00Z,H,1025.4,1017.3,H
2004-06-10T02:00:00Z,H,1024.7,1016.7,H
2004-06-10T03:00:00Z,H,1024.7,1016.7,H
2004-06-10T04:00:00Z,H,1025,1017,H
2004-06-10T05:00:00Z,H,1025.4,1017.3,H
2004-06-10T06:00:00Z,H,1025.7,1017.6,H
2004-06-10T07:00:00Z,H,1025.9,1017.8,H
2004-06-10T08:00:00Z,H,1026.2,1018.1,H
2004-06-10T09:00:00Z,H,1026.5,1018.4,H
2004-06-10T10:00:00Z,H,1026.3,1018.2,H
2004-06-10T11:00:00Z,H,1026.6,1018.5,H
2004-06-10T12:00:00Z,H,1026.5,1018.4,H
2004-06-10T13:00:00Z,H,1026.4,1018.2,H
2004-06-10T14:00:00Z,H,1026.6,1018.4,H
2004-06-10T15:00:00Z,H,1026.7,1018.5,H
2004-06-10T16:00:00Z,H,1026.5,1018.3,H
2004-06-10T17:00:00Z,H,1026.3,1018.1,H
2004-06-10T18:00:00Z,H,1026.9,1018.7,H
2004-06-10T19:00:00Z,H,1027.2,1019,H
2004-06-10T20:00:00Z,H,1027.7,1019.5,H
2004-06-10T21:00:00Z,H,1028.1,1019.9,H
2004-06-10T22:00:00Z,H,1028.7,1020.6,H
2004-06-10T23:00:00Z,H,1028.5,1020.4,H
2004-06-11T00:00:00Z,H,1027.7,1019.6,H
2004-06-11T01:00:00Z,H,1026.6,1018.6,H
2004-06-11T02:00:00Z,H,1026,1018,H
2004-06-11T03:00:00Z,H,1026.1,1018.1,H
2004-06-11T04:00:00Z,H,1026.3,1018.3,H
2004-06-11T05:00:00Z,H,1026.9,1018.8,H
2004-06-11T06:00:00Z,H,1027.3,1019.2,H
2004-06-11T07:00:00Z,H,1027.8,1019.7,H
2004-06-11T08:00:00Z,H,1028.1,1020,H
2004-06-11T09:00:00Z,H,1028.4,1020.3,H
2004-06-11T10:00:00Z,H,1028.7,1020.6,H
2004-06-11T11:00:00Z,H,1029.1,1020.9,H
2004-06-11T12:00:00Z,H,1029.3,1021.1,H
2004-06-11T13:00:00Z,H,1029.2,1021,H
2004-06-11T14:00:00Z,H,1029.3,1021.1,H
2004-06-11T15:00:00Z,H,1029.3,1021.1,H
2004-06-11T16:00:00Z,H,1029.5,1021.2,H
2004-06-11T17:00:00Z,H,1029.5,1021.2,H
2004-06-11T18:00:00Z,H,1029.7,1021.4,H
2004-06-11T19:00:00Z,H,1029.8,1021.5,H
2004-06-11T20:00:00Z,H,1030.4,1022.1,H
2004-06-11T21:00:00Z,H,1030.8,1022.5,H
2004-06-11T22:00:00Z,H,1031.3,1023,H
2004-06-11T23:00:00Z,H,1030.9,1022.7,H
2004-06-12T00:00:00Z,H,1029.8,1021.6,H
2004-06-12T01:00:00Z,H,1029.1,1021,H
2004-06-12T02:00:00Z,H,1028.5,1020.4,H
2004-06-12T03:00:00Z,H,1028.4,1020.3,H
2004-06-12T04:00:00Z,H,1028.3,1020.2,H
2004-06-12T05:00:00Z,H,1028.6,1020.5,H
2004-06-12T06:00:00Z,H,1029.2,1021.1,H
2004-06-12T07:00:00Z,H,1029.4,1021.3,H
2004-06-12T08:00:00Z,H,1029.8,1021.6,H
2004-06-12T09:00:00Z,H,1030,1021.8,H
2004-06-12T10:00:00Z,H,1029.8,1021.6,H
2004-06-12T11:00:00Z,H,1029.9,1021.7,H
2004-06-12T12:00:00Z,H,1030.6,1022.3,H
2004-06-12T13:00:00Z,H,1030.1,1021.9,H
2004-06-12T14:00:00Z,H,1030,1021.8,H
2004-06-12T15:00:00Z,H,1030.1,1021.8,H
2004-06-12T16:00:00Z,H,1029.9,1021.6,H
2004-06-12T17:00:00Z,H,1030.1,1021.8,H
2004-06-12T18:00:00Z,H,1030.4,1022.2,H
2004-06-12T19:00:00Z,H,1030.5,1022.2,H
2004-06-12T20:00:00Z,H,1030.7,1022.4,H
2004-06-12T21:00:00Z,H,1030.6,1022.4,H
2004-06-12T22:00:00Z,H,1030.8,1022.6,H
2004-06-12T23:00:00Z,H,1030.3,1022.2,H
2004-06-13T00:00:00Z,H,1029.2,1021.1,H
2004-06-13T01:00:00Z,H,1028.3,1020.3,H
2004-06-13T02:00:00Z,H,1027.6,1019.6,H
2004-06-13T03:00:00Z,H,1027.6,1019.6,H
2004-06-13T04:00:00Z,H,1028.1,1020.1,H
2004-06-13T05:00:00Z,H,1028.4,1020.3,H
2004-06-13T06:00:00Z,H,1029,1020.9,H
2004-06-13T07:00:00Z,H,1029.2,1021.1,H
2004-06-13T08:00:00Z,H,1029.6,1021.5,H
2004-06-13T09:00:00Z,H,1030.1,1021.9,H
2004-06-13T10:00:00Z,H,1030.4,1022.2,H
2004-06-13T11:00:00Z,H,1030.4,1022.2,H
2004-06-13T12:00:00Z,H,1030.2,1022,H
2004-06-13T13:00:00Z,H,1029.8,1021.5,H
2004-06-13T14:00:00Z,H,1029.6,1021.3,H
2004-06-13T15:00:00Z,H,1029.4,1021.1,H
2004-06-13T16:00:00Z,H,1029.5,1021.2,H
2004-06-13T17:00:00Z,H,1029.6,1021.3,H
2004-06-13T18:00:00Z,H,1029.9,1021.6,H
2004-06-13T19:00:00Z,H,1030.2,1021.9,H
2004-06-13T20:00:00Z,H,1030.5,1022.2,H
2004-06-13T21:00:00Z,H,1030.8,1022.5,H
2004-06-13T22:00:00Z,H,1031,1022.8,H
2004-06-13T23:00:00Z,H,1030.6,1022.5,H
2004-06-14T00:00:00Z,H,1029.7,1021.7,H
2004-06-14T01:00:00Z,H,1028.8,1020.8,H
2004-06-14T02:00:00Z,H,1028.2,1020.2,H
2004-06-14T03:00:00Z,H,1028.2,1020.2,H
2004-06-14T04:00:00Z,H,1028.4,1020.4,H
2004-06-14T05:00:00Z,H,1028.7,1020.7,H
2004-06-14T06:00:00Z,H,1029.3,1021.2,H
2004-06-14T07:00:00Z,H,1029.6,1021.5,H
2004-06-14T08:00:00Z,H,1029.6,1021.5,H
2004-06-14T09:00:00Z,H,1029.7,1021.6,H
2004-06-14T10:00:00Z,H,1029.7,1021.6,H
2004-06-14T11:00:00Z,H,1029.8,1021.7,H
2004-06-14T12:00:00Z,H,1029.7,1021.6,H
2004-06-14T13:00:00Z,H,1029.3,1021.1,H
2004-06-14T14:00:00Z,H,1029.1,1020.9,H
2004-06-14T15:00:00Z,H,1029.1,1020.9,H
2004-06-14T16:00:00Z,H,1028.9,1020.7,H
2004-06-14T17:00:00Z,H,1028.6,1020.4,H
2004-06-14T18:00:00Z,H,1028.7,1020.5,H
2004-06-14T19:00:00Z,H,1029.5,1021.3,H
2004-06-14T20:00:00Z,H,1029.9,1021.7,H
2004-06-14T21:00:00Z,H,1030.2,1022,H
2004-06-14T22:00:00Z,H,1030.2,1022,H
2004-06-14T23:00:00Z,H,1029.7,1021.6,H
2004-06-15T00:00:00Z,H,1028.7,1020.7,H
2004-06-15T01:00:00Z,H,1027.7,1019.8,H
2004-06-15T02:00:00Z,H,1027,1019.1,H
2004-06-15T03:00:00Z,H,1027,1019.1,H
2004-06-15T04:00:00Z,H,1026.9,1019,H
2004-06-15T05:00:00Z,H,1026.9,1018.9,H
2004-06-15T06:00:00Z,H,1027.1,1019.1,H
2004-06-15T07:00:00Z,H,1027.1,1019.1,H
2004-06-15T08:00:00Z,H,1027.2,1019.2,H
2004-06-15T09:00:00Z,H,1027.4,1019.3,H
2004-06-15T10:00:00Z,H,1027.3,1019.2,H
2004-06-15T11:00:00Z,H,1026.9,1018.8,H
2004-06-15T12:00:00Z,H,1026.7,1018.6,H
2004-06-15T13:00:00Z,H,1026.2,1018.1,H
2004-06-15T14:00:00Z,H,1025.8,1017.7,H
2004-06-15T15:00:00Z,H,1025.1,1017,H
2004-06-15T16:00:00Z,H,1024.4,1016.4,H
2004-06-15T17:00:00Z,H,1024.2,1016.1,H
2004-06-15T18:00:00Z,H,1023.9,1015.8,H
2004-06-15T19:00:00Z,H,1024,1015.9,H
2004-06-15T20:00:00Z,H,1024.2,1016.1,H
2004-06-15T21:00:00Z,H,1024.4,1016.4,H
2004-06-15T22:00:00Z,H,1024.4,1016.4,H
2004-06-15T23:00:00Z,H,1024,1016.1,H
2004-06-16T00:00:00Z,H,1023,1015.1,H
2004-06-16T01:00:00Z,H,1021.9,1014,H
2004-06-16T02:00:00Z,H,1020.8,1013,H
2004-06-16T03:00:00Z,H,1020.5,1012.6,H
2004-06-16T04:00:00Z,H,1020.3,1012.4,H
2004-06-16T05:00:00Z,H,1020.4,1012.5,H
2004-06-16T06:00:00Z,H,1020.5,1012.6,H
2004-06-16T07:00:00Z,H,1020.7,1012.8,H
2004-06-16T08:00:00Z,H,1020.8,1012.9,H
2004-06-16T09:00:00Z,H,1020.7,1012.8,H
2004-06-16T10:00:00Z,H,1020.8,1012.9,H
2004-06-16T11:00:00Z,H,1020.4,1012.4,H
2004-06-16T12:00:00Z,H,1020.1,1012.1,H
2004-06-16T13:00:00Z,H,1019.8,1011.8,H
2004-06-16T14:00:00Z,H,1019.6,1011.6,H
2004-06-16T15:00:00Z,H,1019,1011,H
2004-06-16T16:00:00Z,H,1018.3,1010.3,H
2004-06-16T17:00:00Z,H,1018.6,1010.6,H
2004-06-16T18:00:00Z,H,1019.3,1011.3,H
2004-06-16T19:00:00Z,H,1019.4,1011.4,H
2004-06-16T20:00:00Z,H,1019.8,1011.8,H
2004-06-16T21:00:00Z,H,1020.3,1012.3,H
2004-06-16T22:00:00Z,H,1020.4,1012.4,H
2004-06-16T23:00:00Z,H,1020.2,1012.3,H
2004-06-17T00:00:00Z,H,1019.4,1011.5,H
2004-06-17T01:00:00Z,H,1019,1011.1,H
2004-06-17T02:00:00Z,H,1018.5,1010.6,H
2004-06-17T03:00:00Z,H,1018.4,1010.5,H
2004-06-17T04:00:00Z,H,1018.3,1010.4,H
2004-06-17T05:00:00Z,H,1018.2,1010.3,H
2004-06-17T06:00:00Z,H,1018.4,1010.5,H
2004-06-17T07:00:00Z,H,1018.6,1010.7,H
2004-06-17T08:00:00Z,H,1018.8,1010.9,H
2004-06-17T09:00:00Z,H,1018.6,1010.7,H
2004-06-17T10:00:00Z,H,1018,1010.1,H
2004-06-17T11:00:00Z,H,1017.8,1009.9,H
2004-06-17T12:00:00Z,H,1017,1009.1,H
2004-06-17T13:00:00Z,H,1016.4,1008.5,H
2004-06-17T14:00:00Z,H,1015.9,1008,H
2004-06-17T15:00:00Z,H,1015.2,1007.3,H
2004-06-17T16:00:00Z,H,1014,1006.1,H
2004-06-17T17:00:00Z,H,1013.6,1005.7,H
2004-06-17T18:00:00Z,H,1012.8,1004.9,H
2004-06-17T19:00:00Z,H,1012.5,1004.7,H
2004-06-17T20:00:00Z,H,1012.3,1004.5,H
2004-06-17T21:00:00Z,H,1011.6,1003.8,H
2004-06-17T22:00:00Z,H,1011.5,1003.7,H
2004-06-17T23:00:00Z,H,1011,1003.2,H
2004-06-18T00:00:00Z,H,1009.7,1001.9,H
2004-06-18T01:00:00Z,H,1008.3,1000.5,H
2004-06-18T02:00:00Z,H,1006.5,998.7,H
2004-06-18T03:00:00Z,H,1005,997.2,H
2004-06-18T04:00:00Z,H,1005.5,997.7,H
2004-06-18T05:00:00Z,H,1006,998.2,H
2004-06-18T06:00:00Z,H,1006.6,998.7,H
2004-06-18T07:00:00Z,H,1006.9,999,H
2004-06-18T08:00:00Z,H,1006.8,998.9,H
2004-06-18T09:00:00Z,H,1006.7,998.8,H
2004-06-18T10:00:00Z,H,1006.1,998.2,H
2004-06-18T11:00:00Z,H,1005.6,997.7,H
2004-06-18T12:00:00Z,H,1005.8,997.9,H
2004-06-18T13:00:00Z,H,1005,997.1,H
2004-06-18T14:00:00Z,H,1005.7,997.8,H
2004-06-18T15:00:00Z,H,1005.5,997.6,H
2004-06-18T16:00:00Z,H,1005.3,997.4,H
2004-06-18T17:00:00Z,H,1004.9,997,H
2004-06-18T18:00:00Z,H,1004.9,997,H
2004-06-18T19:00:00Z,H,1005.9,998,H
2004-06-18T20:00:00Z,H,1005.8,997.9,H
2004-06-18T21:00:00Z,H,1006,998.1,H
2004-06-18T22:00:00Z,H,1006.1,998.3,H
2004-06-18T23:00:00Z,H,1005.9,998.1,H
2004-06-19T00:00:00Z,H,1005.3,997.5,H
2004-06-19T01:00:00Z,H,1004.9,997.1,H
2004-06-19T02:00:00Z,H,1004.4,996.6,H
2004-06-19T03:00:00Z,H,1004.3,996.5,H
2004-06-19T04:00:00Z,H,1004.7,996.9,H
2004-06-19T05:00:00Z,H,1004.9,997.1,H
2004-06-19T06:00:00Z,H,1005.6,997.7,H
2004-06-19T07:00:00Z,H,1006,998.1,H
2004-06-19T08:00:00Z,H,1006,998.1,H
2004-06-19T09:00:00Z,H,1006.4,998.5,H
2004-06-19T10:00:00Z,H,1006.4,998.5,H
2004-06-19T11:00:00Z,H,1007,999.1,H
2004-06-19T12:00:00Z,H,1007,999.1,H
2004-06-19T13:00:00Z,H,1006.6,998.7,H
2004-06-19T14:00:00Z,H,1006.5,998.6,H
2004-06-19T15:00:00Z,H,1006.8,998.9,H
2004-06-19T16:00:00Z,H,1006.5,998.6,H
2004-06-19T17:00:00Z,H,1006.2,998.3,H
2004-06-19T18:00:00Z,H,1006.4,998.6,H
2004-06-19T19:00:00Z,H,1006.6,998.8,H
2004-06-19T20:00:00Z,H,1007.1,999.3,H
2004-06-19T21:00:00Z,H,1007.2,999.4,H
2004-06-19T22:00:00Z,H,1007.6,999.8,H
2004-06-19T23:00:00Z,H,1007.6,999.8,H
2004-06-20T00:00:00Z,H,1006.8,999.1,H
2004-06-20T01:00:00Z,H,1006.1,998.4,H
2004-06-20T02:00:00Z,H,1005.5,997.8,H
2004-06-20T03:00:00Z,H,1005.4,997.7,H
2004-06-20T04:00:00Z,H,1005.5,997.8,H
2004-06-20T05:00:00Z,H,1005.6,997.9,H
2004-06-20T06:00:00Z,H,1005.6,997.8,H
2004-06-20T07:00:00Z,H,1006.2,998.4,H
2004-06-20T08:00:00Z,H,1006.4,998.6,H
2004-06-20T09:00:00Z,H,1006.8,999,H
2004-06-20T10:00:00Z,H,1007.2,999.4,H
2004-06-20T11:00:00Z,H,1007.1,999.3,H
2004-06-20T12:00:00Z,H,1006.9,999.1,H
2004-06-20T13:00:00Z,H,1007.1,999.3,H
2004-06-20T14:00:00Z,H,1007,999.2,H
2004-06-20T15:00:00Z,H,1006.6,998.7,H
2004-06-20T16:00:00Z,H,1006.9,999.1,H
2004-06-20T17:00:00Z,H,1006.1,998.3,H
2004-06-20T18:00:00Z,H,1006.8,998.9,H
2004-06-20T19:00:00Z,H,1008.2,1000.4,H
2004-06-20T20:00:00Z,H,1008.5,1000.6,H
2004-06-20T21:00:00Z,H,1009.6,1001.7,H
2004-06-20T22:00:00Z,H,1010,1002.1,H
2004-06-20T23:00:00Z,H,1009.7,1001.9,H
2004-06-21T00:00:00Z,H,1009.6,1001.8,H
2004-06-21T01:00:00Z,H,1009.4,1001.6,H
2004-06-21T02:00:00Z,H,1009,1001.2,H
2004-06-21T03:00:00Z,H,1009,1001.2,H
2004-06-21T04:00:00Z,H,1009.6,1001.7,H
2004-06-21T05:00:00Z,H,1010.1,1002.2,H
2004-06-21T06:00:00Z,H,1010,1002.1,H
2004-06-21T07:00:00Z,H,1010.2,1002.3,H
2004-06-21T08:00:00Z,H,1010.3,1002.4,H
2004-06-21T09:00:00Z,H,1010.5,1002.6,H
2004-06-21T10:00:00Z,H,1010.1,1002.2,H
2004-06-21T11:00:00Z,H,1009.9,1002,H
2004-06-21T12:00:00Z,H,1010.6,1002.6,H
2004-06-21T13:00:00Z,H,1010.2,1002.3,H
2004-06-21T14:00:00Z,H,1010,1002.1,H
2004-06-21T15:00:00Z,H,1009.9,1002,H
2004-06-21T16:00:00Z,H,1009.5,1001.6,H
2004-06-21T17:00:00Z,H,1009.3,1001.4,H
2004-06-21T18:00:00Z,H,1009.4,1001.5,H
2004-06-21T19:00:00Z,H,1010.2,1002.2,H
2004-06-21T20:00:00Z,H,1011,1003,H
2004-06-21T21:00:00Z,H,1011.3,1003.3,H
2004-06-21T22:00:00Z,H,1011.6,1003.6,H
2004-06-21T23:00:00Z,H,1012.1,1004.1,H
2004-06-22T00:00:00Z,H,1012.1,1004.1,H
2004-06-22T01:00:00Z,H,1011.8,1003.9,H
2004-06-22T02:00:00Z,H,1011.8,1003.9,H
2004-06-22T03:00:00Z,H,1011.7,1003.8,H
2004-06-22T04:00:00Z,H,1012.1,1004.1,H
2004-06-22T05:00:00Z,H,1012.7,1004.7,H
2004-06-22T06:00:00Z,H,1013.5,1005.5,H
2004-06-22T07:00:00Z,H,1014.5,1006.4,H
2004-06-22T08:00:00Z,H,1015,1007,H
2004-06-22T09:00:00Z,H,1015.8,1007.8,H
2004-06-22T10:00:00Z,H,1016.5,1008.5,H
2004-06-22T11:00:00Z,H,1017.1,1009.1,H
2004-06-22T12:00:00Z,H,1017.5,1009.5,H
2004-06-22T13:00:00Z,H,1017.8,1009.7,H
2004-06-22T14:00:00Z,H,1017.5,1009.5,H
2004-06-22T15:00:00Z,H,1017.8,1009.8,H
2004-06-22T16:00:00Z,H,1018.1,1010,H
2004-06-22T17:00:00Z,H,1018.2,1010.1,H
2004-06-22T18:00:00Z,H,1018.4,1010.3,H
2004-06-22T19:00:00Z,H,1019.1,1011,H
2004-06-22T20:00:00Z,H,1019.8,1011.7,H
2004-06-22T21:00:00Z,H,1020.2,1012.1,H
2004-06-22T22:00:00Z,H,1020.6,1012.6,H
2004-06-22T23:00:00Z,H,1020.9,1012.9,H
2004-06-23T00:00:00Z,H,1020.7,1012.6,H
2004-06-23T01:00:00Z,H,1019.8,1011.8,H
2004-06-23T02:00:00Z,H,1019.4,1011.4,H
2004-06-23T03:00:00Z,H,1019.7,1011.7,H
2004-06-23T04:00:00Z,H,1020,1012,H
2004-06-23T05:00:00Z,H,1020.3,1012.3,H
2004-06-23T06:00:00Z,H,1020.8,1012.7,H
2004-06-23T07:00:00Z,H,1021.1,1013,H
2004-06-23T08:00:00Z,H,1021.9,1013.8,H
2004-06-23T09:00:00Z,H,1022.1,1014.1,H
2004-06-23T10:00:00Z,H,1022.9,1014.8,H
2004-06-23T11:00:00Z,H,1023.3,1015.2,H
2004-06-23T12:00:00Z,H,1023.6,1015.5,H
2004-06-23T13:00:00Z,H,1023.7,1015.6,H
2004-06-23T14:00:00Z,H,1023.7,1015.6,H
2004-06-23T15:00:00Z,H,1023.6,1015.5,H
2004-06-23T16:00:00Z,H,1023.4,1015.3,H
2004-06-23T17:00:00Z,H,1023.1,1015,H
2004-06-23T18:00:00Z,H,1023.1,1015,H
2004-06-23T19:00:00Z,H,1023.5,1015.4,H
2004-06-23T20:00:00Z,H,1024,1015.9,H
2004-06-23T21:00:00Z,H,1024.2,1016.2,H
2004-06-23T22:00:00Z,H,1024.3,1016.3,H
2004-06-23T23:00:00Z,H,1024,1016,H
2004-06-24T00:00:00Z,H,1023.4,1015.4,H
2004-06-24T01:00:00Z,H,1022.7,1014.7,H
2004-06-24T02:00:00Z,H,1022.3,1014.3,H
2004-06-24T03:00:00Z,H,1022.5,1014.5,H
2004-06-24T04:00:00Z,H,1022.9,1014.8,H
2004-06-24T05:00:00Z,H,1023,1014.9,H
2004-06-24T06:00:00Z,H,1023.4,1015.3,H
2004-06-24T07:00:00Z,H,1023.7,1015.6,H
2004-06-24T08:00:00Z,H,1023.8,1015.7,H
2004-06-24T09:00:00Z,H,1024.1,1016,H
2004-06-24T10:00:00Z,H,1024.3,1016.2,H
2004-06-24T11:00:00Z,H,1024.4,1016.3,H
2004-06-24T12:00:00Z,H,1024.2,1016.1,H
2004-06-24T13:00:00Z,H,1023.9,1015.8,H
2004-06-24T14:00:00Z,H,1023.8,1015.7,H
2004-06-24T15:00:00Z,H,1023.8,1015.7,H
2004-06-24T16:00:00Z,H,1023.4,1015.3,H
2004-06-24T17:00:00Z,H,1023.3,1015.2,H
2004-06-24T18:00:00Z,H,1023.8,1015.6,H
2004-06-24T19:00:00Z,H,1024.2,1016,H
2004-06-24T20:00:00Z,H,1024.8,1016.6,H
2004-06-24T21:00:00Z,H,1025.3,1017.2,H
2004-06-24T22:00:00Z,H,1025.6,1017.5,H
2004-06-24T23:00:00Z,H,1025.5,1017.5,H
2004-06-25T00:00:00Z,H,1024.9,1016.9,H
2004-06-25T01:00:00Z,H,1024,1016,H
2004-06-25T02:00:00Z,H,1023.7,1015.7,H
2004-06-25T03:00:00Z,H,1023.8,1015.8,H
2004-06-25T04:00:00Z,H,1024.1,1016.1,H
2004-06-25T05:00:00Z,H,1024.4,1016.4,H
2004-06-25T06:00:00Z,H,1024.8,1016.7,H
2004-06-25T07:00:00Z,H,1025.2,1017.1,H
2004-06-25T08:00:00Z,H,1025.5,1017.4,H
2004-06-25T09:00:00Z,H,1026.2,1018,H
2004-06-25T10:00:00Z,H,1026.3,1018.1,H
2004-06-25T11:00:00Z,H,1026.7,1018.5,H
2004-06-25T12:00:00Z,H,1026.5,1018.3,H
2004-06-25T13:00:00Z,H,1026.4,1018.2,H
2004-06-25T14:00:00Z,H,1026.6,1018.4,H
2004-06-25T15:00:00Z,H,1026.9,1018.7,H
2004-06-25T16:00:00Z,H,1026.8,1018.6,H
2004-06-25T17:00:00Z,H,1027.1,1018.9,H
2004-06-25T18:00:00Z,H,1027.6,1019.3,H
2004-06-25T19:00:00Z,H,1028,1019.7,H
2004-06-25T20:00:00Z,H,1028.5,1020.2,H
2004-06-25T21:00:00Z,H,1029.1,1020.9,H
2004-06-25T22:00:00Z,H,1029.1,1021,H
2004-06-25T23:00:00Z,H,1029.1,1021,H
2004-06-26T00:00:00Z,H,1028.4,1020.4,H
2004-06-26T01:00:00Z,H,1027.4,1019.4,H
2004-06-26T02:00:00Z,H,1026.9,1019,H
2004-06-26T03:00:00Z,H,1027,1019.1,H
2004-06-26T04:00:00Z,H,1027,1019.1,H
2004-06-26T05:00:00Z,H,1027.3,1019.3,H
2004-06-26T06:00:00Z,H,1027.9,1019.9,H
2004-06-26T07:00:00Z,H,1028.3,1020.2,H
2004-06-26T08:00:00Z,H,1028.7,1020.6,H
2004-06-26T09:00:00Z,H,1028.1,1020,H
2004-06-26T10:00:00Z,H,1027.6,1019.5,H
2004-06-26T11:00:00Z,H,1027.6,1019.5,H
2004-06-26T12:00:00Z,H,1027.4,1019.3,H
2004-06-26T13:00:00Z,H,1026.7,1018.6,H
2004-06-26T14:00:00Z,H,1026.3,1018.2,H
2004-06-26T15:00:00Z,H,1024.9,1016.8,H
2004-06-26T16:00:00Z,H,1024.9,1016.8,H
2004-06-26T17:00:00Z,H,1024.5,1016.5,H
2004-06-26T18:00:00Z,H,1023.4,1015.3,H
2004-06-26T19:00:00Z,H,1024,1015.9,H
2004-06-26T20:00:00Z,H,1024.4,1016.3,H
2004-06-26T21:00:00Z,H,1024.1,1016.1,H
2004-06-26T22:00:00Z,H,1023.2,1015.2,H
